08-06-2016 01:26:48 | 01234567891 | Added new event
08-06-2016 01:31:07 | 01234567891 | Logged in
08-06-2016 02:07:21 | 01234567891 | Logged in
08-06-2016 02:07:57 | 01234567891 | Event added ID = 3 Name: check1
08-06-2016 02:08:22 | 01234567891 | Event moved to archive ID = 14
08-06-2016 02:08:38 | 01234567891 | Event removed ID = 2
08-06-2016 02:15:38 | 01234567891 | Logged in
08-06-2016 02:16:07 | 01234567891 | Logged out
